model,condition,candidate_top_n,weight_name,weight,beta,beta_over_weight,avg_recall,avg_violation,avg_recall_delta_vs_baseline,avg_violation_drop_vs_baseline,min_recall_delta_vs_baseline_all_k,min_violation_drop_vs_baseline_all_k,strict_recall_kept_all_k,avg_recall_kept,violation_lower_all_k,violation_lower_avg,method,source_csv
text-embedding-3-small,q_target - q_trap,20,gamma,2,0.5,0.25,0.9305,0.21325,-0.0155,0.669,-0.019,0.65,False,False,True,True,score_target_minus_trap_c20_g2_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,20,gamma,2,0.75,0.375,0.92675,0.1695,-0.01925,0.71275,-0.022,0.704,False,False,True,True,score_target_minus_trap_c20_g2_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,20,gamma,2,1,0.5,0.92275,0.138,-0.02325,0.74425,-0.025,0.732,False,False,True,True,score_target_minus_trap_c20_g2_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.25,0.1,0.4,0.943,0.7205,-0.003,0.16175,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.25,0.2,0.8,0.9405,0.70175,-0.0055,0.1805,-0.022,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.25,0.3,1.2,0.934,0.693,-0.012,0.18925,-0.048,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.25,0.5,2,0.92375,0.68875,-0.02225,0.1935,-0.089,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.25,0.75,3,0.91525,0.6885,-0.03075,0.19375,-0.123,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.25,1,4,0.909,0.687,-0.037,0.19525,-0.148,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.5,0.1,0.2,0.94375,0.73775,-0.00225,0.1445,-0.009,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.5,0.2,0.4,0.943,0.7205,-0.003,0.16175,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.5,0.3,0.6,0.94225,0.7105,-0.00375,0.17175,-0.015,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.5,0.5,1,0.93775,0.69825,-0.00825,0.184,-0.033,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.5,0.75,1.5,0.929,0.69,-0.017,0.19225,-0.068,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.5,1,2,0.92375,0.68875,-0.02225,0.1935,-0.089,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.75,0.1,0.133333,0.94375,0.74475,-0.00225,0.1375,-0.009,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.75,0.2,0.266667,0.9435,0.7325,-0.0025,0.14975,-0.01,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.75,0.3,0.4,0.943,0.7205,-0.003,0.16175,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.75,0.5,0.666667,0.94125,0.70775,-0.00475,0.1745,-0.019,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.75,0.75,1,0.93775,0.69825,-0.00825,0.184,-0.033,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,0.75,1,1.33333,0.9305,0.69075,-0.0155,0.1915,-0.062,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1,0.1,0.1,0.9445,0.748,-0.0015,0.13425,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1,0.2,0.2,0.94375,0.73775,-0.00225,0.1445,-0.009,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1,0.3,0.3,0.943,0.72975,-0.003,0.1525,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1,0.5,0.5,0.943,0.71525,-0.003,0.167,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1,0.75,0.75,0.94075,0.704,-0.00525,0.17825,-0.021,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1,1,1,0.93775,0.69825,-0.00825,0.184,-0.033,0,False,False,False,True,score_target_minus_trap_c5_g1_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1.5,0.1,0.0666667,0.9445,0.75075,-0.0015,0.1315,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1.5,0.2,0.133333,0.94375,0.74475,-0.00225,0.1375,-0.009,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1.5,0.3,0.2,0.94375,0.73775,-0.00225,0.1445,-0.009,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1.5,0.5,0.333333,0.943,0.7255,-0.003,0.15675,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1.5,0.75,0.5,0.943,0.71525,-0.003,0.167,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,1.5,1,0.666667,0.94125,0.70775,-0.00475,0.1745,-0.019,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,2,0.1,0.05,0.9445,0.75225,-0.0015,0.13,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,2,0.2,0.1,0.9445,0.748,-0.0015,0.13425,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,2,0.3,0.15,0.94375,0.7425,-0.00225,0.13975,-0.009,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,2,0.5,0.25,0.9435,0.73425,-0.0025,0.148,-0.01,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,2,0.75,0.375,0.943,0.72225,-0.003,0.16,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,5,gamma,2,1,0.5,0.943,0.71525,-0.003,0.167,-0.012,0,False,False,False,True,score_target_minus_trap_c5_g2_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.25,0.1,0.4,0.91325,0.10525,-0.03275,0.777,-0.035,0.749,False,False,True,True,score_target_minus_trap_call_g0.25_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.25,0.2,0.8,0.81275,0.035,-0.13325,0.84725,-0.149,0.806,False,False,True,True,score_target_minus_trap_call_g0.25_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.25,0.3,1.2,0.587,0.01925,-0.359,0.863,-0.385,0.818,False,False,True,True,score_target_minus_trap_call_g0.25_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.25,0.5,2,0.19125,0.01,-0.75475,0.87225,-0.764,0.826,False,False,True,True,score_target_minus_trap_call_g0.25_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.25,0.75,3,0.04825,0.00775,-0.89775,0.8745,-0.901,0.828,False,False,True,True,score_target_minus_trap_call_g0.25_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.25,1,4,0.02125,0.00675,-0.92475,0.8755,-0.93,0.829,False,False,True,True,score_target_minus_trap_call_g0.25_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.5,0.1,0.2,0.9255,0.18475,-0.0205,0.6975,-0.022,0.69,False,False,True,True,score_target_minus_trap_call_g0.5_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.5,0.2,0.4,0.91325,0.10525,-0.03275,0.777,-0.035,0.749,False,False,True,True,score_target_minus_trap_call_g0.5_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.5,0.3,0.6,0.8775,0.06425,-0.0685,0.818,-0.072,0.783,False,False,True,True,score_target_minus_trap_call_g0.5_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.5,0.5,1,0.70675,0.02325,-0.23925,0.859,-0.253,0.814,False,False,True,True,score_target_minus_trap_call_g0.5_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.5,0.75,1.5,0.39275,0.01425,-0.55325,0.868,-0.572,0.823,False,False,True,True,score_target_minus_trap_call_g0.5_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.5,1,2,0.19125,0.01,-0.75475,0.87225,-0.764,0.826,False,False,True,True,score_target_minus_trap_call_g0.5_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.75,0.1,0.133333,0.928,0.22025,-0.018,0.662,-0.021,0.66,False,False,True,True,score_target_minus_trap_call_g0.75_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.75,0.2,0.266667,0.9245,0.15,-0.0215,0.73225,-0.023,0.714,False,False,True,True,score_target_minus_trap_call_g0.75_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.75,0.3,0.4,0.91325,0.10525,-0.03275,0.777,-0.035,0.749,False,False,True,True,score_target_minus_trap_call_g0.75_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.75,0.5,0.666667,0.861,0.05375,-0.085,0.8285,-0.093,0.788,False,False,True,True,score_target_minus_trap_call_g0.75_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.75,0.75,1,0.70675,0.02325,-0.23925,0.859,-0.253,0.814,False,False,True,True,score_target_minus_trap_call_g0.75_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,0.75,1,1.33333,0.504,0.01725,-0.442,0.865,-0.468,0.821,False,False,True,True,score_target_minus_trap_call_g0.75_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1,0.1,0.1,0.929,0.23875,-0.017,0.6435,-0.02,0.635,False,False,True,True,score_target_minus_trap_call_g1_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1,0.2,0.2,0.9255,0.18475,-0.0205,0.6975,-0.022,0.69,False,False,True,True,score_target_minus_trap_call_g1_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1,0.3,0.3,0.9215,0.13725,-0.0245,0.745,-0.026,0.723,False,False,True,True,score_target_minus_trap_call_g1_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1,0.5,0.5,0.90125,0.07725,-0.04475,0.805,-0.047,0.77,False,False,True,True,score_target_minus_trap_call_g1_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1,0.75,0.75,0.832,0.04125,-0.114,0.841,-0.124,0.8,False,False,True,True,score_target_minus_trap_call_g1_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1,1,1,0.70675,0.02325,-0.23925,0.859,-0.253,0.814,False,False,True,True,score_target_minus_trap_call_g1_b1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1.5,0.1,0.0666667,0.93075,0.2615,-0.01525,0.62075,-0.017,0.607,False,False,True,True,score_target_minus_trap_call_g1.5_b0.1,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1.5,0.2,0.133333,0.928,0.22025,-0.018,0.662,-0.021,0.66,False,False,True,True,score_target_minus_trap_call_g1.5_b0.2,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1.5,0.3,0.2,0.9255,0.18475,-0.0205,0.6975,-0.022,0.69,False,False,True,True,score_target_minus_trap_call_g1.5_b0.3,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1.5,0.5,0.333333,0.91725,0.1255,-0.02875,0.75675,-0.031,0.732,False,False,True,True,score_target_minus_trap_call_g1.5_b0.5,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,all,gamma,1.5,0.75,0.5,0.90125,0.07725,-0.04475,0.805,-0.047,0.77,False,False,True,True,score_target_minus_trap_call_g1.5_b0.75,results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
